	M	N	n	x	P-value	stat	Network	direction	Name
Brain - Nucleus accumbens (basal ganglia)	19056	274	17193	247	0.918524581447955	0.9911483535937684	irefindex.v20	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	17193	88	0.6107412451257545	0.8661794796843029	irefindex.v20	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	17193	256	0.5475593686638258	0.8932381291579611	irefindex.v20	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	17193	61	0.1132457152398477	0.5994736060110798	irefindex.v20	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	17193	64	1.0	1.1564014244847918	irefindex.v20	1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	17193	383	0.0932132640653152	1.3921058893515763	irefindex.v20	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	17193	808	0.0119953693653985	1.3861687519072323	irefindex.v20	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	17193	94	0.2389535945772748	1.70144452891982	irefindex.v20	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	17193	94	0.7424340001980579	0.925561835088708	irefindex.v20	-1	Cervix - Endocervix
Colon - Sigmoid	19056	133	17193	124	0.3039571742974486	1.4965141484562658	irefindex.v20	1	Colon - Sigmoid
Colon - Transverse	19056	239	17193	217	0.9125561988920998	1.069683938822723	irefindex.v20	1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	17193	50	0.4834950492326728	1.8083182640144664	irefindex.v20	1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	17193	430	0.0258472113757204	1.5159346717905988	irefindex.v20	1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	17193	91	0.0805487659081597	2.4729417611975206	irefindex.v20	1	Esophagus - Muscularis
Fallopian Tube	19056	108	17193	92	0.1009088582108619	0.6210309338635167	irefindex.v20	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	17193	137	0.2648300849738597	1.4883970450281423	irefindex.v20	1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	17193	111	0.7578080717471097	1.2040920266947663	irefindex.v20	1	Heart - Left Ventricle
Kidney - Cortex	19056	228	17193	199	0.1435014980375366	0.740557519286726	irefindex.v20	-1	Kidney - Cortex
Kidney - Medulla	19056	250	17193	219	0.16293616123379	0.7624716359365558	irefindex.v20	-1	Kidney - Medulla
Liver	19056	496	17193	454	0.3578615455756561	1.1759449702576532	irefindex.v20	1	Liver
Lung	19056	303	17193	277	0.5582268257999715	1.1569588191425506	irefindex.v20	1	Lung
Minor Salivary Gland	19056	233	17193	214	0.5044876753797789	1.2232324140346744	irefindex.v20	1	Minor Salivary Gland
Muscle - Skeletal	19056	335	17193	313	0.0505556559264277	1.5516830030159414	irefindex.v20	1	Muscle - Skeletal
Nerve - Tibial	19056	284	17193	260	0.5451601474775938	1.1765487509596646	irefindex.v20	1	Nerve - Tibial
Ovary	19056	190	17193	177	0.2179184299428371	1.480281002495389	irefindex.v20	1	Ovary
Pancreas	19056	156	17193	135	0.1344889943085794	0.6941862217978996	irefindex.v20	-1	Pancreas
Pituitary	19056	384	17193	343	0.543162318134545	0.904604472750959	irefindex.v20	-1	Pituitary
Prostate	19056	127	17193	107	0.0339479568740991	0.5770835771977058	irefindex.v20	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	17193	491	0.0089050125336685	1.5814220910493284	irefindex.v20	1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	17193	501	0.0324866882481754	1.441480003026978	irefindex.v20	1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	17193	296	0.3069789031605471	0.8413203215768604	irefindex.v20	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	17193	606	0.2297827713980679	1.200993110705536	irefindex.v20	1	Spleen
Stomach	19056	147	17193	138	0.1620031558884369	1.6668425681618293	irefindex.v20	1	Stomach
Testis	19056	2478	17193	2099	8.622801323351623e-21	0.5445061432088026	irefindex.v20	-1	Testis
Thyroid	19056	289	17193	259	0.6901008271352673	0.934504547065076	irefindex.v20	-1	Thyroid
Uterus	19056	104	17193	96	0.6183812637034838	1.301982804000702	irefindex.v20	1	Uterus
Vagina	19056	269	17193	247	0.4683041055807058	1.2197220046565025	irefindex.v20	1	Vagina
Whole Blood	19056	565	17193	516	0.4285456276589665	1.1454416629036936	irefindex.v20	1	Whole Blood
Adipose - Subcutaneous	19056	141	11408	75	0.1203293282483616	0.7602496330105966	matrixdb	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	11408	56	0.0015945509880939	0.5581710895837935	matrixdb	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	11408	91	0.2031194542005024	0.8119266001001443	matrixdb	-1	Adrenal Gland
Artery - Aorta	19056	261	11408	166	0.2273052545879536	1.1739791571082123	matrixdb	1	Artery - Aorta
Artery - Coronary	19056	124	11408	75	0.9269501530859175	1.0263056956657188	matrixdb	1	Artery - Coronary
Artery - Tibial	19056	222	11408	145	0.0986815544283258	1.265833074853762	matrixdb	1	Artery - Tibial
Bladder	19056	46	11408	18	0.0060744797113222	0.4300765082152264	matrixdb	-1	Bladder
Brain - Amygdala	19056	66	11408	25	0.0003617864123351	0.4074861314369095	matrixdb	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	11408	101	6.873026480122792e-07	0.516574484152091	matrixdb	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	11408	71	5.7464205464405275e-09	0.4176043513251699	matrixdb	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	11408	411	6.187207378388959e-25	0.4999100916791387	matrixdb	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	11408	382	9.471663544809447e-27	0.4788582870368417	matrixdb	-1	Brain - Cerebellum
Brain - Cortex	19056	447	11408	197	1.103423241365897e-11	0.5199914369815359	matrixdb	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	11408	275	1.0672777409163253e-11	0.5656606485224108	matrixdb	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	11408	15	3.843547711008026e-06	0.2636660553340694	matrixdb	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	11408	66	8.762958296969466e-11	0.3745597258205264	matrixdb	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	11408	103	9.360707299315841e-14	0.3983803678442753	matrixdb	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	11408	34	4.5593475091882667e-07	0.3487332783270888	matrixdb	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	11408	151	0.0127793086713078	0.7409193756564543	matrixdb	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	11408	28	0.0004030913511172	0.425211695158971	matrixdb	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	11408	34	0.0661695841430737	0.6320653341929938	matrixdb	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	11408	340	4.700737121089266e-23	3.187642023654519	matrixdb	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	11408	607	1.306155008666825e-09	1.5657114208502707	matrixdb	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	11408	66	0.2211088637743197	1.303131515346396	matrixdb	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	11408	67	0.4263555670673501	1.183108330742207	matrixdb	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	11408	67	0.0265558470451278	0.6786772584321301	matrixdb	-1	Colon - Sigmoid
Colon - Transverse	19056	239	11408	104	3.572174038982417e-07	0.5120127912767686	matrixdb	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	11408	29	0.4838096059899494	0.8095907666168674	matrixdb	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	11408	250	0.0140918583850296	0.7897124372116493	matrixdb	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	11408	54	0.6000644177395643	0.8824181442448562	matrixdb	-1	Esophagus - Muscularis
Fallopian Tube	19056	108	11408	45	0.000158388904958	0.4767981292666675	matrixdb	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	11408	80	0.177637807067166	0.7990766506450797	matrixdb	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	11408	69	0.5166961458314803	0.8889062256202216	matrixdb	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	11408	88	8.938219786681172e-11	0.4169005552751136	matrixdb	-1	Kidney - Cortex
Kidney - Medulla	19056	250	11408	94	1.0355637067796412e-12	0.399010982535819	matrixdb	-1	Kidney - Medulla
Liver	19056	496	11408	253	5.2566794233445326e-05	0.6911458996224173	matrixdb	-1	Liver
Lung	19056	303	11408	176	0.5547605210839488	0.9279561208695069	matrixdb	-1	Lung
Minor Salivary Gland	19056	233	11408	116	0.001926294654252	0.6612320650577824	matrixdb	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	11408	197	0.6941650037408434	0.9562748284229128	matrixdb	-1	Muscle - Skeletal
Nerve - Tibial	19056	284	11408	143	0.001194205160489	0.675852842388242	matrixdb	-1	Nerve - Tibial
Ovary	19056	190	11408	105	0.2061656581650678	0.8265530754458733	matrixdb	-1	Ovary
Pancreas	19056	156	11408	63	9.84387249943959e-07	0.4511153129842619	matrixdb	-1	Pancreas
Pituitary	19056	384	11408	141	3.195551726311646e-20	0.3813551429006593	matrixdb	-1	Pituitary
Prostate	19056	127	11408	52	1.6827095464604192e-05	0.4623646823999061	matrixdb	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	11408	273	0.0002483999921074	0.7195629396796887	matrixdb	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	11408	282	0.0003543427997344	0.7289204450472165	matrixdb	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	11408	134	2.805924420594655e-13	0.4426255100230619	matrixdb	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	11408	339	5.840525873277316e-06	0.6967907125770646	matrixdb	-1	Spleen
Stomach	19056	147	11408	62	1.9879308646713944e-05	0.4862102217936355	matrixdb	-1	Stomach
Testis	19056	2478	11408	945	4.423887278868327e-121	0.3602714850372938	matrixdb	-1	Testis
Thyroid	19056	289	11408	134	3.7892073798623298e-06	0.5745803933686987	matrixdb	-1	Thyroid
Uterus	19056	104	11408	56	0.2288481271567405	0.7810664787408973	matrixdb	-1	Uterus
Vagina	19056	269	11408	142	0.0202948272586528	0.7464323705498113	matrixdb	-1	Vagina
Whole Blood	19056	565	11408	335	0.7938367379552331	0.9757498655169842	matrixdb	-1	Whole Blood
Adipose - Subcutaneous	19056	141	16647	127	0.3749250253855619	1.3151374956762365	mentha.23.11.6	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	16647	108	1.0	1.0421911844730636	mentha.23.11.6	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	16647	144	0.8142453782548011	0.9467369569169242	mentha.23.11.6	-1	Adrenal Gland
Artery - Aorta	19056	261	16647	231	0.6394027683692699	1.1158808479532163	mentha.23.11.6	1	Artery - Aorta
Artery - Coronary	19056	124	16647	111	0.5868968779606099	1.237188790889807	mentha.23.11.6	1	Artery - Coronary
Artery - Tibial	19056	222	16647	203	0.0673374243743534	1.552862026142954	mentha.23.11.6	1	Artery - Tibial
Bladder	19056	46	16647	45	0.0253354216615129	6.526924466931695	mentha.23.11.6	1	Bladder
Brain - Amygdala	19056	66	16647	52	0.0416611437785892	0.5360478629535574	mentha.23.11.6	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	16647	201	0.8422468558632845	0.9691900766143744	mentha.23.11.6	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	16647	153	0.0936377009731769	0.7115666694047103	mentha.23.11.6	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	16647	792	0.0018191298703834	0.746974756746258	mentha.23.11.6	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	16647	749	0.0004547420979387	0.7145975054056861	mentha.23.11.6	-1	Brain - Cerebellum
Brain - Cortex	19056	447	16647	385	0.4281034038769463	0.8962066721944292	mentha.23.11.6	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	16647	511	0.2863368379224345	0.8765338373822509	mentha.23.11.6	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	16647	37	0.0005998106927759	0.3331614990969295	mentha.23.11.6	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	16647	146	0.003443778816116	0.5672252459719886	mentha.23.11.6	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	16647	227	0.0277297997653372	0.6947598932282893	mentha.23.11.6	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	16647	76	0.0034321328085649	0.4757814201341789	mentha.23.11.6	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	16647	245	0.3241529160864268	0.8418180709669553	mentha.23.11.6	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	16647	58	0.1061751243171338	0.5981157910146999	mentha.23.11.6	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	16647	63	0.5926632634407651	1.3035455861070913	mentha.23.11.6	1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	16647	392	2.834539905817017e-07	2.7422946785604427	mentha.23.11.6	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	16647	817	5.685724065272878e-10	2.208945041061276	mentha.23.11.6	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	16647	88	1.0	1.0615375324596896	mentha.23.11.6	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	16647	91	0.7693126390071837	0.9402935491664652	mentha.23.11.6	-1	Cervix - Endocervix
Colon - Sigmoid	19056	133	16647	119	0.5994961483307355	1.231697725072604	mentha.23.11.6	1	Colon - Sigmoid
Colon - Transverse	19056	239	16647	204	0.3284454373052269	0.8415148434852868	mentha.23.11.6	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	16647	46	0.8364865293734776	0.950820518557402	mentha.23.11.6	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	16647	401	0.7768580600991504	0.9663394066231688	mentha.23.11.6	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	16647	86	0.4388991186795761	1.3847795020429523	mentha.23.11.6	1	Esophagus - Muscularis
Fallopian Tube	19056	108	16647	80	0.0001961620661367	0.4106269778992661	mentha.23.11.6	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	16647	130	0.8032730081702963	1.107450790451193	mentha.23.11.6	1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	16647	109	0.4129386940618168	1.3165286007981618	mentha.23.11.6	1	Heart - Left Ventricle
Kidney - Cortex	19056	228	16647	198	0.7642907913399037	0.9545504285974832	mentha.23.11.6	-1	Kidney - Cortex
Kidney - Medulla	19056	250	16647	213	0.2923254285621571	0.8309009995756984	mentha.23.11.6	-1	Kidney - Medulla
Liver	19056	496	16647	451	0.013653798995093	1.4628632584177164	mentha.23.11.6	1	Liver
Lung	19056	303	16647	275	0.080773778135385	1.428342378974556	mentha.23.11.6	1	Lung
Minor Salivary Gland	19056	233	16647	201	0.6195383526565965	0.9078518332725284	mentha.23.11.6	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	16647	304	0.0674224199691448	1.4268948134053645	mentha.23.11.6	1	Muscle - Skeletal
Nerve - Tibial	19056	284	16647	247	0.857071298616428	0.9655306526038232	mentha.23.11.6	-1	Nerve - Tibial
Ovary	19056	190	16647	163	0.5099573463906477	0.8723745584944324	mentha.23.11.6	-1	Ovary
Pancreas	19056	156	16647	131	0.2247925462254391	0.7563671591184307	mentha.23.11.6	-1	Pancreas
Pituitary	19056	384	16647	306	1.7597596306968953e-05	0.5596164437728601	mentha.23.11.6	-1	Pituitary
Prostate	19056	127	16647	97	0.000655829227892	0.4647794561933535	mentha.23.11.6	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	16647	449	0.2054988410178435	0.8509148302909391	mentha.23.11.6	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	16647	461	0.1890068958913456	0.8511557946563507	mentha.23.11.6	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	16647	270	0.0006174544013971	0.6040769829639128	mentha.23.11.6	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	16647	592	0.0841815114409197	1.2504840697060378	mentha.23.11.6	1	Spleen
Stomach	19056	147	16647	124	0.2625158058939645	0.7785300595480871	mentha.23.11.6	-1	Stomach
Testis	19056	2478	16647	1874	2.2113628139379253e-67	0.3790889769819023	mentha.23.11.6	-1	Testis
Thyroid	19056	289	16647	239	0.0201167115600569	0.6872269624573378	mentha.23.11.6	-1	Thyroid
Uterus	19056	104	16647	91	1.0	1.0130466296206813	mentha.23.11.6	1	Uterus
Vagina	19056	269	16647	232	0.5790389315101125	0.906066468539816	mentha.23.11.6	-1	Vagina
Whole Blood	19056	565	16647	515	0.0046609249747295	1.506180262831639	mentha.23.11.6	1	Whole Blood
Adipose - Subcutaneous	19056	141	9176	45	0.000124332340922	0.5022724783703866	mint	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	9176	41	0.0010468353606245	0.5362889983579638	mint	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	9176	57	0.0004146796953128	0.5603252006346262	mint	-1	Adrenal Gland
Artery - Aorta	19056	261	9176	109	0.0395241260027621	0.7693834785485828	mint	-1	Artery - Aorta
Artery - Coronary	19056	124	9176	48	0.0379397201294361	0.6783523225241017	mint	-1	Artery - Coronary
Artery - Tibial	19056	222	9176	103	0.6364282522442937	0.9311800549603728	mint	-1	Artery - Tibial
Bladder	19056	46	9176	16	0.0767180982156144	0.5735080058224163	mint	-1	Bladder
Brain - Amygdala	19056	66	9176	24	0.063757276727114	0.6142607392607392	mint	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	9176	98	0.0849914883193908	0.7911434236615995	mint	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	9176	65	0.0004702161318154	0.5851869888554697	mint	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	9176	367	5.527114521750917e-09	0.672956004591264	mint	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	9176	335	2.1762990390441675e-11	0.6270629151320055	mint	-1	Brain - Cerebellum
Brain - Cortex	19056	447	9176	174	8.24895981985264e-05	0.6801980512267115	mint	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	9176	248	0.0013225148258611	0.7631284021773935	mint	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	9176	10	1.2303023184371964e-05	0.2495826334938524	mint	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	9176	49	3.955461663947887e-09	0.3904717673820009	mint	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	9176	90	2.6398788207602826e-07	0.5219688196843687	mint	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	9176	28	6.96380663075392e-05	0.422861612174138	mint	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	9176	133	0.5520761829665793	0.9288651191780684	mint	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	9176	26	0.0444526814952125	0.6074697077690663	mint	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	9176	22	0.005561770829092	0.4922802417886534	mint	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	9176	254	4.84433045804664e-08	1.7405452425563832	mint	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	9176	500	3.201158290727939e-08	1.4729794712394098	mint	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	9176	36	0.0158516212536526	0.6041028446389497	mint	-1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	9176	37	0.0081005849581083	0.5841867111216956	mint	-1	Cervix - Endocervix
Colon - Sigmoid	19056	133	9176	58	0.2976486638051952	0.8316004971850552	mint	-1	Colon - Sigmoid
Colon - Transverse	19056	239	9176	70	3.025899563335257e-09	0.4417205899744885	mint	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	9176	26	1.0	1.0369479862376036	mint	1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	9176	183	0.0002289452732621	0.7028512184136823	mint	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	9176	43	0.6076069473149871	0.8898499945253476	mint	-1	Esophagus - Muscularis
Fallopian Tube	19056	108	9176	31	4.2607396396088975e-05	0.4315650451243671	mint	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	9176	49	0.0003363271611747	0.5358825462912239	mint	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	9176	50	0.1443173267024624	0.7569303614807407	mint	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	9176	59	4.959781450878728e-12	0.3718581517199483	mint	-1	Kidney - Cortex
Kidney - Medulla	19056	250	9176	66	1.7628037644650688e-12	0.3817687204696225	mint	-1	Kidney - Medulla
Liver	19056	496	9176	140	6.482219250140198e-20	0.414496819215025	mint	-1	Liver
Lung	19056	303	9176	114	0.000249241610649	0.6450413903514765	mint	-1	Lung
Minor Salivary Gland	19056	233	9176	90	0.0036369356522156	0.6744642106737638	mint	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	9176	141	0.0272409684656647	0.7791726333445536	mint	-1	Muscle - Skeletal
Nerve - Tibial	19056	284	9176	89	9.676855311561141e-09	0.4864458383771688	mint	-1	Nerve - Tibial
Ovary	19056	190	9176	68	0.0005866980508327	0.597154726163992	mint	-1	Ovary
Pancreas	19056	156	9176	52	0.0001982628629275	0.5357299430074529	mint	-1	Pancreas
Pituitary	19056	384	9176	106	1.364506882160882e-16	0.4036597844106192	mint	-1	Pituitary
Prostate	19056	127	9176	39	7.699212888506843e-05	0.474951993393495	mint	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	9176	206	3.650788392365704e-05	0.6883152829179816	mint	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	9176	207	4.171856019979031e-06	0.663744060868292	mint	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	9176	91	4.295265476068614e-15	0.3972391519508256	mint	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	9176	250	6.457409460327497e-08	0.6452758637796688	mint	-1	Spleen
Stomach	19056	147	9176	42	1.7382584469143523e-06	0.4280709437267352	mint	-1	Stomach
Testis	19056	2478	9176	673	2.1915000466955894e-115	0.3540855549434565	mint	-1	Testis
Thyroid	19056	289	9176	89	2.0977044127119355e-09	0.4740398371299659	mint	-1	Thyroid
Uterus	19056	104	9176	41	0.0770557290508485	0.6993805440439267	mint	-1	Uterus
Vagina	19056	269	9176	106	0.003848535808773	0.6966957745145123	mint	-1	Vagina
Whole Blood	19056	565	9176	245	0.0210158114143996	0.8195470831933714	mint	-1	Whole Blood
Adipose - Subcutaneous	19056	141	13237	89	0.1182277601099203	0.7507181554375044	multinet	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	13237	71	0.0058103933043069	0.5980687435001577	multinet	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	13237	107	0.1754127808142721	0.7955903804200498	multinet	-1	Adrenal Gland
Artery - Aorta	19056	261	13237	173	0.2788556325955347	0.8624177127985303	multinet	-1	Artery - Aorta
Artery - Coronary	19056	124	13237	80	0.2407204507166162	0.7980542676902029	multinet	-1	Artery - Coronary
Artery - Tibial	19056	222	13237	162	0.271962229220039	1.1892390057361375	multinet	1	Artery - Tibial
Bladder	19056	46	13237	36	0.2610996390427201	1.5841527157033557	multinet	1	Bladder
Brain - Amygdala	19056	66	13237	39	0.0808790747987123	0.633900759374316	multinet	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	13237	147	0.0613683730954934	0.7667112299465241	multinet	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	13237	110	0.0060618349459293	0.6505572381248469	multinet	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	13237	621	0.0150705787758516	0.8403104900806232	multinet	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	13237	591	0.0158363278489014	0.8390834145132733	multinet	-1	Brain - Cerebellum
Brain - Cortex	19056	447	13237	297	0.1609092408824785	0.867435857805255	multinet	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	13237	404	0.4156660380917143	0.9276280923323093	multinet	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	13237	27	0.006467025561869	0.4553980085017178	multinet	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	13237	111	0.0121684642780803	0.6749930164050993	multinet	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	13237	166	0.0018423259257392	0.6715644188293565	multinet	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	13237	62	0.1545833160403913	0.735389507154213	multinet	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	13237	181	0.0199802825339994	0.7471826731871994	multinet	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	13237	43	0.0739823756554978	0.6506876166282479	multinet	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	13237	43	0.1531126072621617	0.6991281109819839	multinet	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	13237	332	4.556566115966817e-07	1.822449906964953	multinet	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	13237	748	3.9509792222335184e-30	2.7507174055103976	multinet	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	13237	74	0.3837872831458676	1.2525844587684594	multinet	1	Cervix - Ectocervix
